Date,Open,High,Low,Close,Adj Close,Volume
2018-12-10,48.720001,49.610001,48.570000,49.340000,42.209068,27602100
2018-12-17,49.340000,49.529999,47.099998,47.570000,40.694874,104759900
2018-12-24,47.619999,48.009998,45.660000,47.200001,40.378349,55261000
2018-12-31,47.490002,47.570000,46.529999,47.570000,40.694874,49908100
2019-01-07,47.570000,47.750000,46.340000,47.340000,40.498112,73653900
2019-01-14,47.250000,47.689999,46.810001,47.610001,40.729099,64570300
2019-01-21,47.700001,48.290001,47.209999,47.369999,40.523781,46097200
2019-01-28,47.220001,48.779999,46.939999,48.700001,41.661564,86229600
2019-02-04,48.700001,49.500000,48.540001,49.500000,42.345940,56307800
2019-02-11,49.570000,49.939999,45.200001,45.240002,38.701622,127708400
2019-02-18,45.320000,45.950001,44.770000,45.279999,38.735840,100824900
2019-02-25,45.439999,45.639999,44.419998,45.380001,38.821392,100890600
2019-03-04,45.529999,45.790001,44.610001,44.840000,38.359428,70931300
2019-03-11,45.139999,46.340000,45.099998,45.299999,38.752945,123456500
2019-03-18,45.430000,46.110001,45.180000,45.930000,39.634907,91468400
2019-03-25,45.860001,46.919998,45.790001,46.860001,40.437435,61813400
2019-04-01,46.990002,47.169998,46.040001,46.470001,40.100899,48364700
2019-04-08,46.540001,47.000000,46.270000,46.740002,40.333889,44165400
2019-04-15,46.880001,47.580002,46.700001,47.480000,40.972466,45082200
2019-04-22,47.400002,48.720001,47.020000,48.259998,41.645550,72758500
2019-04-29,48.169998,49.180000,48.110001,48.720001,42.042519,53997100
2019-05-06,48.330002,48.610001,47.070000,48.189999,41.585152,51531000
2019-05-13,47.910000,49.660000,47.730000,49.200001,42.456726,69206500
2019-05-20,49.040001,49.900002,48.450001,49.610001,42.810528,59575300
2019-05-27,49.599998,49.669998,48.410000,49.130001,42.396317,51604400
2019-06-03,49.160000,52.189999,49.020000,51.490002,44.432869,72499400
2019-06-10,51.540001,52.139999,50.779999,51.310001,44.277538,49789000
2019-06-17,51.250000,51.889999,50.470001,51.549999,44.831902,62878600
2019-06-24,51.740002,52.200001,50.520000,50.919998,44.283997,63419800
2019-07-01,51.070000,52.330002,50.779999,52.110001,45.318924,39715600
2019-07-08,52.200001,52.330002,51.430000,52.119999,45.327618,45424800
2019-07-15,52.279999,52.470001,51.369999,51.389999,44.692753,43540100
2019-07-22,51.520000,54.820000,51.130001,54.169998,47.110455,91728900
2019-07-29,54.169998,54.299999,51.910000,52.330002,45.510254,69906000
2019-08-05,52.389999,53.900002,51.400002,53.419998,46.458191,77886500
2019-08-12,53.279999,54.490002,52.869999,54.410000,47.319172,58940600
2019-08-19,54.439999,54.779999,53.389999,53.740002,46.736500,51627700
2019-08-26,54.000000,55.340000,53.730000,55.040001,47.867081,50819800
2019-09-02,54.980000,55.919998,54.759998,55.230000,48.032322,46480000
2019-09-09,55.029999,55.310001,53.849998,54.259998,47.188725,56437500
2019-09-16,54.099998,54.700001,53.630001,53.910000,47.227127,58991600
2019-09-23,53.910000,54.639999,53.880001,54.310001,47.577545,44797800
2019-09-30,54.150002,54.779999,52.820000,54.540001,47.779037,61526700
2019-10-07,54.330002,54.360001,53.200001,53.299999,46.692745,44326400
2019-10-14,53.490002,55.389999,53.130001,54.779999,47.989277,58638100
2019-10-21,54.450001,54.820000,53.669998,53.750000,47.086964,51702700
2019-10-28,53.740002,54.740002,53.160000,53.900002,47.218365,49358200
2019-11-04,53.959999,54.000000,51.959999,52.209999,45.737865,68955300
2019-11-11,52.330002,52.680000,51.580002,52.669998,46.140846,50755800
2019-11-18,52.680000,53.439999,52.669998,53.029999,46.456211,55401200
2019-11-25,53.279999,54.099998,52.770000,53.400002,46.780346,41000800
2019-12-02,53.320000,54.500000,52.849998,54.419998,48.030022,63207700
2019-12-09,54.299999,54.549999,53.660000,54.419998,48.030022,56065700
