Date,Open,High,Low,Close,Adj Close,Volume
2018-12-10,42.182163,42.599621,41.204933,41.555977,34.323612,56638903
2018-12-17,41.271347,41.717270,39.326378,39.781784,32.858200,203138474
2018-12-24,39.667931,41.309299,38.349148,40.759014,33.665356,99590985
2018-12-31,40.996204,41.489563,39.800758,40.796963,33.696690,102613224
2019-01-07,40.863377,41.461102,39.876659,40.683113,33.602665,121575948
2019-01-14,40.370018,41.024670,39.686909,40.351044,33.328381,136435663
2019-01-21,40.237190,40.502846,38.434536,38.557877,31.847303,124163413
2019-01-28,38.425049,40.910816,37.447819,40.683113,33.602665,194941515
2019-02-04,40.645161,40.645161,39.098671,40.066414,33.382320,108752669
2019-02-11,40.113853,40.332069,39.269451,40.227703,33.516701,121433448
2019-02-18,40.075901,40.920303,39.715370,40.759014,33.959373,96179081
2019-02-25,40.834915,41.546490,40.607212,41.138519,34.275562,123969056
2019-03-04,41.214420,41.356735,38.273247,38.795067,32.323059,132098242
2019-03-11,38.994308,39.971539,38.709679,39.639469,33.026596,183935648
2019-03-18,39.629982,40.455406,39.516129,39.705883,33.081928,112779265
2019-03-25,39.667931,40.512333,39.535103,40.294117,33.572033,98725018
2019-04-01,40.398483,41.062618,40.322582,40.787476,33.983089,83720592
2019-04-08,40.863377,41.062618,39.449715,39.573055,32.971249,88991433
2019-04-15,39.715370,40.132828,36.451614,37.362431,31.129429,138861655
2019-04-22,37.030361,37.941177,36.821632,37.922199,31.595808,117071258
2019-04-29,37.922199,39.373814,37.561668,39.269451,32.718311,117428776
2019-05-06,38.814041,39.629982,37.827324,38.633778,32.188679,114513200
2019-05-13,38.168880,39.829224,38.092979,39.345352,33.072285,143000395
2019-05-20,39.278938,40.142315,39.165085,39.800758,33.455090,119190536
2019-05-27,39.990513,40.303604,39.165085,39.392788,33.112156,116319967
2019-06-03,39.497154,41.034157,39.440228,40.721062,34.228664,107033172
2019-06-10,41.024670,41.081593,40.199242,40.569260,34.101067,78047646
2019-06-17,40.512333,41.850094,40.180267,41.432636,34.826778,120323479
2019-06-24,41.451614,42.020874,40.322582,41.100571,34.547661,155783624
2019-07-01,41.280834,42.277039,41.119545,41.669830,35.026157,66476097
2019-07-08,41.555977,41.850094,39.857685,40.227703,33.813961,125441704
2019-07-15,40.104362,40.996204,40.075901,40.578747,34.109039,93540286
2019-07-22,40.635674,41.015179,40.199242,40.882355,34.364243,88833649
2019-07-29,40.009487,40.796963,35.749527,36.053131,30.304966,297386837
2019-08-05,35.825428,35.891842,34.022770,34.487667,29.260303,158781411
2019-08-12,34.449715,34.459202,32.229603,32.874763,27.891870,189121538
2019-08-19,33.092979,33.538898,32.419353,32.580647,27.642330,105836987
2019-08-26,32.846298,33.956356,32.523720,33.728653,28.616333,106715603
2019-09-02,33.785580,34.696396,33.690701,34.629982,29.381041,90244640
2019-09-09,34.715370,35.825428,34.174572,35.018974,29.711075,114681102
2019-09-16,34.592030,35.341557,34.402279,34.810246,29.533989,125385632
2019-09-23,34.516129,34.715370,33.747627,34.364326,29.155653,96394835
2019-09-30,34.421253,34.449715,32.827324,34.089184,28.922216,101817876
2019-10-07,33.984821,34.705883,33.605312,34.259960,29.067108,70799710
2019-10-14,34.307400,34.924099,34.136623,34.592030,29.348845,67846296
2019-10-21,34.772297,34.990513,34.364326,34.886147,29.598385,79283145
2019-10-28,34.971539,36.944973,34.933586,36.423149,30.902416,123834881
2019-11-04,36.726753,36.755219,34.943073,35.151802,29.823774,107510109
2019-11-11,35.018974,35.550285,34.440228,35.370018,30.298929,113305948
2019-11-18,35.474384,36.442123,35.066414,36.366222,31.152308,110993894
2019-11-25,36.508537,36.888046,36.100571,36.546490,31.306732,95207925
2019-12-02,36.802658,36.812145,35.853889,36.328274,31.119808,76983844
2019-12-09,36.148006,36.698292,36.119545,36.366222,31.152308,80475219
2019-12-16,36.717270,37.514233,36.660343,37.220116,31.883774,160787278
2019-12-23,37.400379,37.590134,37.125237,37.305504,31.956923,42143768
2019-12-30,37.286530,37.400379,36.688805,36.935486,31.639957,58166887
2020-01-06,36.831120,37.599621,36.698292,37.466793,32.095089,95812817
2020-01-13,37.590134,38.776093,37.201138,38.434536,32.924076,99537757
2020-01-20,38.311195,38.870968,37.609108,37.779884,32.363293,102505716
2020-01-27,37.390892,38.358635,34.810246,35.332069,30.266420,202542754
2020-02-03,35.540798,36.593929,35.388992,36.100571,31.240643,124421434
2020-02-10,36.252373,36.261860,34.554081,34.639469,29.976233,102076527
2020-02-17,34.677418,34.791271,33.595825,33.889942,29.327608,111117845
2020-02-24,33.244781,33.880455,30.863379,31.707781,27.439217,249270473
2020-03-02,32.172676,34.592030,31.736242,33.225807,28.752882,202948438
2020-03-09,31.745731,32.912712,28.462997,31.034157,26.856274,272366881
2020-03-16,28.406073,30.977230,27.428843,27.523720,23.818422,261410550
2020-03-23,27.286528,30.351044,26.451612,29.316889,25.370190,223481411
2020-03-30,29.459204,32.153702,29.459204,31.916510,27.619846,146143530
2020-04-06,32.182163,33.937382,31.726755,33.576851,29.056669,120901599
2020-04-13,34.117645,35.104362,32.941177,35.018974,30.304651,106489940
2020-04-20,34.516129,35.512333,33.557877,35.464897,30.690546,104227636
2020-04-27,35.664139,37.210625,35.445919,35.711575,30.904013,137710160
2020-05-04,35.673622,37.011387,35.000000,35.313091,30.559174,121504594
2020-05-11,35.341557,36.280834,34.715370,35.825428,31.311516,117375126
2020-05-18,36.375713,36.489563,35.066414,35.578747,31.095901,93049018
2020-05-25,35.721062,36.470589,35.075901,36.233398,31.668072,120019086
2020-06-01,33.681213,34.620495,33.121441,34.146111,29.843781,222046918
2020-06-08,33.965843,34.781784,31.356735,32.020874,27.986315,182495568
2020-06-15,31.593927,32.220116,31.043644,31.707781,27.712677,195639370
2020-06-22,31.622391,31.650854,29.990513,30.398481,26.568342,161413249
2020-06-29,30.796965,33.064514,30.550285,32.741936,28.616531,168181827
2020-07-06,33.159393,33.197342,31.404175,32.096775,28.052656,121378219
