Date,Open,High,Low,Close,Adj Close,Volume
2018-12-10,24.660000,24.870001,24.120001,24.480000,21.674765,157622700
2018-12-17,24.260000,25.240000,23.260000,23.370001,20.691961,582931100
2018-12-24,22.760000,24.750000,22.660000,24.389999,21.595072,336006100
2018-12-31,24.570000,25.650000,24.010000,25.580000,22.648710,278522300
2019-01-07,25.559999,26.040001,25.090000,26.030001,23.047144,322774700
2019-01-14,25.770000,29.459999,25.610001,29.299999,25.942425,525829600
2019-01-21,28.980000,29.719999,28.620001,29.580000,26.190340,295961700
2019-01-28,29.320000,29.700001,27.980000,28.379999,25.127848,342336800
2019-02-04,28.469999,28.969999,27.860001,28.290001,25.048168,249745900
2019-02-11,28.340000,29.309999,28.110001,29.110001,25.774197,259477300
2019-02-18,28.930000,29.450001,28.750000,29.080000,25.747641,174289500
2019-02-25,29.120001,29.670000,28.959999,29.309999,25.951281,270638800
2019-03-04,29.330000,29.540001,28.010000,28.650000,25.496420,233267000
2019-03-11,28.700001,29.639999,28.700001,29.299999,26.074875,257407900
2019-03-18,29.379999,30.139999,26.709999,27.010000,24.036942,392009600
2019-03-25,26.910000,27.680000,26.610001,27.590000,24.553097,312386800
2019-04-01,27.900000,29.500000,27.850000,29.080000,25.879093,321651200
2019-04-08,28.889999,30.219999,28.740000,30.170000,26.849113,269109900
2019-04-15,30.100000,30.160000,29.000000,30.030001,26.724524,319235400
2019-04-22,29.930000,30.389999,29.780001,30.350000,27.009296,200602500
2019-04-29,30.430000,31.170000,30.150000,30.709999,27.329674,248224000
2019-05-06,30.110001,30.610001,29.190001,29.580000,26.324057,242137200
2019-05-13,28.959999,29.000000,28.010000,28.400000,25.273943,263300300
2019-05-20,28.400000,28.750000,27.500000,28.180000,25.078156,205451200
2019-05-27,28.049999,28.250000,26.480000,26.600000,23.672071,221045800
2019-06-03,26.590000,28.040001,26.400000,27.530001,24.499706,243361500
2019-06-10,27.860001,28.700001,27.780001,28.040001,25.088402,191252800
2019-06-17,28.010000,28.969999,27.790001,28.120001,25.159983,285865500
2019-06-24,28.080000,29.270000,27.379999,29.000000,25.947350,266692500
2019-07-01,29.480000,29.850000,28.930000,29.260000,26.179981,140027700
2019-07-08,29.010000,29.530001,28.940001,29.450001,26.349981,167259000
2019-07-15,29.500000,29.620001,28.860001,29.400000,26.305244,280672800
2019-07-22,29.290001,30.990000,29.280001,30.770000,27.531033,238657200
2019-07-29,30.719999,31.070000,28.910000,29.379999,26.287348,271788300
2019-08-05,28.530001,28.639999,27.120001,28.330000,25.347876,343353500
2019-08-12,27.830000,28.250000,26.209999,27.030001,24.184715,373219300
2019-08-19,27.639999,27.700001,26.260000,26.469999,23.683664,271649600
2019-08-26,26.700001,27.690001,26.209999,27.510000,24.614195,236673100
2019-09-02,27.209999,28.430000,26.610001,27.730000,24.811031,211073400
2019-09-09,28.000000,30.320000,27.969999,30.170000,27.172110,346278600
2019-09-16,29.680000,30.170000,29.549999,29.590000,26.649742,368621300
2019-09-23,29.309999,29.709999,28.740000,29.350000,26.433584,237197600
2019-09-30,29.490000,29.520000,27.160000,28.370001,25.550968,236576100
2019-10-07,28.330000,29.340000,27.459999,28.910000,26.037313,250702800
2019-10-14,28.740000,30.719999,28.730000,30.350000,27.334223,306276600
2019-10-21,30.670000,31.850000,30.629999,31.719999,28.568090,250713700
2019-10-28,31.969999,32.230000,30.820000,31.799999,28.640139,243735500
2019-11-04,32.240002,33.599998,32.099998,33.259998,29.955061,277573400
2019-11-11,33.029999,33.320000,32.480000,32.930000,29.657854,185906900
2019-11-18,32.860001,33.320000,32.419998,33.180000,29.883011,189501100
2019-11-25,33.330002,33.599998,33.119999,33.320000,30.009102,152466500
2019-12-02,33.450001,33.799999,32.549999,33.669998,30.324322,241754800
2019-12-09,33.500000,34.959999,33.299999,34.439999,31.187149,231524500
2019-12-16,34.950001,35.270000,34.700001,34.959999,31.658033,305180500
2019-12-23,35.040001,35.720001,34.950001,35.349998,32.011196,102904200
2019-12-30,35.570000,35.660000,34.759998,34.900002,31.603704,148307300
2020-01-06,34.410000,35.330002,34.369999,34.740002,31.458820,201237600
2020-01-13,34.840000,35.669998,34.340000,34.709999,31.431656,283945500
2020-01-20,34.419998,34.520000,33.270000,33.540001,30.372166,183205000
2020-01-27,32.570000,33.520000,32.470001,32.830002,29.729223,238733600
2020-02-03,33.000000,35.009998,32.919998,34.610001,31.341101,218926400
2020-02-10,34.439999,35.450001,34.380001,34.849998,31.558424,151729600
2020-02-17,34.770000,35.080002,34.009998,34.360001,31.114708,159229700
2020-02-24,33.180000,33.209999,27.700001,28.500000,25.808186,543106300
2020-03-02,28.350000,29.750000,25.100000,25.709999,23.281698,627714500
2020-03-09,22.230000,24.250000,20.150000,24.160000,22.017694,675316600
2020-03-16,19.850000,22.690001,19.000000,19.670000,17.925835,663398700
2020-03-23,19.260000,22.950001,17.950001,21.600000,19.684694,684406400
2020-03-30,21.650000,22.490000,19.510000,20.030001,18.253912,397925000
2020-04-06,21.030001,25.320000,20.809999,24.860001,22.655624,398814500
2020-04-13,24.780001,24.850000,21.090000,23.280001,21.215723,453251600
2020-04-20,22.570000,23.129999,21.500000,22.180000,20.213264,301235400
2020-04-27,22.520000,25.110001,22.450001,23.080000,21.033457,312932200
2020-05-04,22.700001,23.620001,22.230000,23.570000,21.480009,242517900
2020-05-11,23.110001,23.120001,20.100000,21.440001,19.538883,403497000
2020-05-18,22.420000,23.270000,22.070000,22.660000,20.650698,314390900
2020-05-25,23.750000,26.170000,23.700001,24.120001,21.981241,435310100
2020-06-01,24.280001,29.010000,24.049999,28.110001,25.617441,429551400
2020-06-08,28.590000,28.900000,23.680000,24.780001,22.740213,471392400
2020-06-15,23.760000,26.240000,23.690001,25.250000,23.171526,412667500
2020-06-22,24.889999,25.410000,23.020000,23.150000,21.244385,360200800
2020-06-29,23.410000,24.070000,23.100000,23.290001,21.372864,241365500
2020-07-06,23.820000,24.080000,22.389999,24.020000,22.042772,333686200
2020-07-13,24.370001,24.870001,23.200001,23.219999,21.308622,343131800
2020-07-20,23.190001,24.830000,23.110001,24.350000,22.345608,300072200
2020-07-27,24.219999,25.290001,23.879999,24.879999,22.831980,298233000
2020-08-03,25.030001,26.190001,24.690001,26.110001,23.960730,262946100
2020-08-10,26.309999,27.750000,25.920000,26.469999,24.291096,314350800
2020-08-17,26.309999,26.410000,24.900000,24.980000,22.923750,267639200
2020-08-24,25.219999,26.469999,25.040001,26.299999,24.135090,250763400
2020-08-31,26.090000,26.760000,25.400000,26.540001,24.355339,338640200
2020-09-07,26.139999,26.320000,25.080000,25.500000,23.563955,233119200
2020-09-14,25.670000,25.990000,25.049999,25.209999,23.295967,319139000
2020-09-21,24.570000,24.780001,22.950001,23.490000,21.706558,299516200
2020-09-28,23.879999,24.430000,23.530001,24.209999,22.371895,246382500
2020-10-05,24.520000,25.490000,24.280001,25.360001,23.434584,256178000
2020-10-12,25.299999,25.830000,23.480000,24.240000,22.399614,362149400
2020-10-19,24.299999,25.260000,23.690001,24.900000,23.009506,261828600
2020-10-26,24.469999,24.580000,23.120001,23.700001,21.900614,320345800
2020-11-02,23.889999,24.959999,23.270000,24.309999,22.464300,343885200
2020-11-09,26.600000,28.270000,26.299999,27.000000,24.950069,424767900
2020-11-16,27.860001,28.000000,26.629999,26.809999,24.774494,245176700
2020-11-23,27.110001,29.100000,27.059999,28.990000,26.788982,209030500
2020-11-30,28.719999,29.430000,28.100000,29.290001,27.066204,279282400
2020-12-07,28.900000,29.250000,28.299999,28.570000,26.565414,230351200
2020-12-14,28.920000,29.100000,28.139999,28.670000,26.658407,252402900
2020-12-21,29.100000,30.350000,28.730000,29.959999,27.857889,207621200
2020-12-28,30.230000,30.549999,29.900000,30.309999,28.183329,121239200
2021-01-04,30.459999,33.619999,29.750000,32.529999,30.247564,325993600
